ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,Wf(g),Wd(g),WC,,Wf-Wd,Wd/Wf
W169,643,633,0.9844479,707.837,1.100835148,89331.333,0.219477059,1.778,1.382,14.1415213,0.29,0.155,0.101,0.079,0.059,0.049,0.04,0.038,0.039,0.04,0.042,0.069,0.082,0.315,0.189,0.135,0.102,0.177,32.41,6.989999998,0.784325825,,29.10000001,0.205569206
W170,802,750,0.935162095,814.811,1.015973815,132180.333,0.219751177,1.812,1.43,14.34787431,0.302,0.147,0.091,0.061,0.047,0.04,0.036,0.033,0.034,0.041,0.062,0.105,0.076,0.294,0.179,0.115,0.089,0.248,63.22000001,12.75000001,0.798323315,,54.64000003,0.186904762
W171,808,780,0.965346535,822.858,1.018388614,95484.583,0.151505114,1.778,1.382,14.16953066,0.339,0.154,0.091,0.061,0.045,0.036,0.04,0.052,0.056,0.053,0.041,0.031,0.083,0.349,0.189,0.109,0.112,0.157,36.63000001,7.530000001,0.794430794,,15.61000001,0.167910448
W172,769,739,0.960988296,837.028,1.088462939,129750.167,0.228316421,1.807,1.435,14.35711434,0.283,0.162,0.109,0.073,0.05,0.039,0.034,0.034,0.033,0.035,0.053,0.097,0.077,0.314,0.197,0.105,0.088,0.219,67.20000003,12.56,0.813095238,,21.30999999,0.255415793
W173,560,842,1.503571429,1067.368,1.906014286,43293.333,0.091816536,1.575,1.278,13.54303254,0.417,0.172,0.122,0.09,0.064,0.052,0.039,0.021,0.009,0.003,0.003,0.009,0.125,0.441,0.24,0.132,0.045,0.018,18.76000001,3.150000001,0.832089552,,29.26,0.153601388
W175,659,793,1.203338392,826.993,1.254921093,79405.417,0.15194679,1.768,1.362,14.04322087,0.32,0.144,0.092,0.071,0.056,0.048,0.041,0.037,0.036,0.045,0.05,0.06,0.088,0.3,0.2,0.13,0.107,0.176,34.57,5.309999999,0.846398612,,68.78999997,0.160688141
W176,810,779,0.961728395,817.523,1.009287654,137164.417,0.2173797,1.829,1.435,14.26784245,0.277,0.139,0.091,0.069,0.051,0.046,0.043,0.041,0.044,0.051,0.063,0.085,0.068,0.27,0.181,0.115,0.108,0.259,81.95999997,13.17,0.839311859,,57.36999998,0.16479837
W177,779,748,0.960205392,808.282,1.037589217,122355.583,0.20998329,1.803,1.419,14.20481851,0.32,0.137,0.088,0.067,0.056,0.045,0.038,0.036,0.037,0.041,0.058,0.077,0.073,0.307,0.193,0.125,0.099,0.202,68.68999998,11.32,0.83520163,,55.62,0.178434269
W178,855,672,0.785964912,715.664,0.837033918,144242.583,0.251048773,1.815,1.446,14.37780723,0.287,0.15,0.098,0.075,0.062,0.054,0.042,0.037,0.033,0.033,0.042,0.087,0.071,0.316,0.198,0.117,0.08,0.218,67.70000001,12.08000001,0.821565731,,33.67999998,0.206969626
W179,705,630,0.893617021,731.926,1.038192908,108014.917,0.24319468,1.807,1.411,14.24800582,0.282,0.144,0.093,0.071,0.061,0.051,0.043,0.04,0.036,0.031,0.044,0.105,0.079,0.286,0.186,0.135,0.102,0.212,42.46999999,8.790000003,0.793030374,,45.00000001,0.193403836
W180,591,832,1.407783418,871.971,1.475416244,127313.167,0.258918161,1.788,1.427,14.31979544,0.282,0.14,0.098,0.074,0.061,0.056,0.049,0.045,0.054,0.055,0.05,0.035,0.068,0.289,0.202,0.154,0.136,0.151,55.79000001,10.79,0.806596164,,63.01000002,0.193833163
W181,763,629,0.824377457,740.918,0.971058978,129727.333,0.270306386,1.848,1.434,14.19190273,0.246,0.124,0.087,0.068,0.055,0.044,0.04,0.037,0.039,0.039,0.058,0.163,0.064,0.251,0.16,0.117,0.092,0.317,78.16000002,15.15,0.806166837,,47.69000001,0.175484094
W182,651,728,1.11827957,800.729,1.229998464,110567.833,0.233300909,1.79,1.405,14.11216334,0.308,0.145,0.086,0.065,0.052,0.046,0.043,0.04,0.035,0.038,0.054,0.089,0.075,0.303,0.195,0.122,0.09,0.216,57.84000001,10.15,0.824515906,,39.27999998,0.179444328
W184,747,631,0.844712182,694.166,0.929271754,104848.25,0.222439149,1.815,1.405,14.13560773,0.298,0.154,0.091,0.065,0.05,0.042,0.036,0.038,0.042,0.051,0.054,0.078,0.066,0.324,0.181,0.112,0.112,0.205,47.86999998,8.59,0.820555672,,28.24000001,0.200453001
W185,683,588,0.86090776,640.243,0.937398243,79578.417,0.198151455,1.804,1.366,13.85192429,0.3,0.145,0.094,0.067,0.052,0.044,0.039,0.033,0.026,0.031,0.051,0.117,0.072,0.312,0.182,0.112,0.082,0.239,35.32000001,7.080000002,0.799546999,,34.71999999,0.198892478
W186,783,755,0.964240102,844.32,1.078314176,104299.917,0.176431144,1.757,1.399,14.11440881,0.348,0.164,0.097,0.063,0.054,0.046,0.045,0.045,0.044,0.042,0.031,0.021,0.087,0.374,0.196,0.135,0.104,0.104,43.34,8.620000003,0.801107522,,24.74000001,0.23381852
W189,865,894,1.033526012,975.83,1.128127168,167931.917,0.217159893,1.819,1.465,14.75938964,0.293,0.145,0.1,0.067,0.045,0.039,0.038,0.037,0.041,0.047,0.057,0.092,0.073,0.284,0.169,0.127,0.118,0.23,69.89999998,14.91,0.786695279,,54.98999998,0.213304721
W190,831,631,0.759326113,765.954,0.921725632,113711.167,0.216856645,1.789,1.414,14.15243608,0.323,0.15,0.098,0.069,0.057,0.049,0.04,0.041,0.045,0.045,0.04,0.043,0.068,0.334,0.189,0.138,0.109,0.163,56.24000003,8.930000001,0.841216216,,47.31000003,0.158783784
W191,807,667,0.826517968,744.266,0.922262701,108483.167,0.201540804,1.788,1.412,14.17659265,0.299,0.163,0.106,0.081,0.062,0.046,0.032,0.028,0.03,0.037,0.045,0.071,0.086,0.316,0.211,0.123,0.082,0.181,55.39,9.510000004,0.828308359,,45.87999999,0.171691641
W192,841,677,0.804994055,865.935,1.029649227,116093.5,0.203902824,1.772,1.416,14.20854489,0.328,0.163,0.105,0.076,0.056,0.045,0.036,0.035,0.035,0.03,0.034,0.055,0.089,0.34,0.205,0.131,0.083,0.152,58.02000002,11.41,0.803343675,,46.61000002,0.196656325
W193,686,919,1.339650146,942.034,1.373227405,91256.167,0.144751341,1.764,1.378,14.13963202,0.296,0.144,0.108,0.076,0.062,0.051,0.042,0.041,0.056,0.057,0.039,0.029,0.088,0.303,0.203,0.145,0.119,0.142,42.32000002,7.250000001,0.8286862,,35.07000002,0.1713138
W194,767,802,1.045632334,841.559,1.097208605,93061.167,0.151286008,1.762,1.381,14.10866444,0.336,0.149,0.095,0.069,0.054,0.05,0.043,0.043,0.042,0.042,0.04,0.037,0.077,0.342,0.209,0.135,0.099,0.139,42.9,8.339999997,0.805594406,,34.56000001,0.194405594
W195,755,638,0.845033113,806.946,1.068802649,89607,0.186026282,1.757,1.385,14.16902947,0.295,0.16,0.111,0.085,0.068,0.053,0.045,0.04,0.039,0.039,0.035,0.031,0.085,0.338,0.208,0.135,0.102,0.133,38.44,6.629999999,0.827523413,,31.81,0.172476587
W196,959,1195,1.246089677,1217.251,1.269291971,120871.083,0.105471689,1.721,1.41,14.51784218,0.391,0.153,0.098,0.074,0.058,0.053,0.05,0.043,0.032,0.02,0.013,0.016,0.082,0.41,0.215,0.14,0.088,0.065,54.46999998,11.98,0.78006242,,42.48999997,0.21993758
W197,672,798,1.1875,899.164,1.338041667,117968.75,0.219985884,1.79,1.416,14.323915,0.309,0.15,0.088,0.063,0.052,0.045,0.043,0.04,0.037,0.04,0.062,0.071,0.079,0.318,0.187,0.119,0.111,0.186,59.22999998,11.42,0.807192301,,47.80999999,0.192807699
W198,749,705,0.941255007,896.891,1.197451268,86144.917,0.163139348,1.731,1.382,14.09666927,0.295,0.161,0.11,0.091,0.081,0.076,0.066,0.047,0.034,0.019,0.009,0.01,0.084,0.345,0.235,0.182,0.11,0.044,32.67000001,5.35,0.8362412,,27.32000001,0.1637588
W200,749,791,1.056074766,887.269,1.184604806,128099.25,0.216216228,1.797,1.425,14.29907264,0.317,0.161,0.104,0.076,0.053,0.039,0.036,0.03,0.028,0.036,0.05,0.069,0.063,0.351,0.194,0.122,0.09,0.18,53.36999998,10.19,0.809068765,,43.17999998,0.190931235
W201,681,678,0.995594714,792.817,1.164195301,92807.833,0.201005447,1.774,1.387,14.09725843,0.349,0.162,0.092,0.06,0.04,0.036,0.036,0.042,0.05,0.052,0.049,0.033,0.083,0.341,0.172,0.126,0.113,0.164,37.17999999,6.76,0.818181818,,30.41999999,0.181818182
W202,753,871,1.156706507,922.698,1.22536255,151508.167,0.231005815,1.813,1.452,14.53083385,0.311,0.134,0.081,0.065,0.053,0.048,0.045,0.048,0.051,0.06,0.063,0.043,0.066,0.32,0.171,0.122,0.124,0.198,64.97999998,14.21999999,0.781163435,,50.75999999,0.218836565
W204,885,978,1.105084746,1050.703,1.187235028,145141.333,0.167690702,1.772,1.444,14.68454297,0.344,0.172,0.097,0.064,0.049,0.041,0.042,0.039,0.041,0.048,0.041,0.022,0.075,0.383,0.178,0.125,0.111,0.128,54.89000002,11.13,0.797230825,,43.76000003,0.202769175
W205,980,980,1,1021.684,1.042534694,168761.083,0.175719578,1.765,1.465,14.74913961,0.334,0.168,0.106,0.076,0.052,0.04,0.036,0.035,0.038,0.045,0.042,0.026,0.074,0.359,0.201,0.123,0.106,0.136,64.32999997,12.85,0.800248718,,51.47999998,0.199751282
W206,820,658,0.802439024,810.676,0.988629268,116244.75,0.215443602,1.796,1.42,14.22692223,0.311,0.155,0.107,0.079,0.059,0.051,0.044,0.035,0.032,0.033,0.035,0.059,0.071,0.33,0.202,0.131,0.089,0.176,55.88999998,11.68,0.791018071,,44.20999999,0.208981929
W207,710,1034,1.456338028,1089.577,1.534615493,89838.667,0.122372663,1.751,1.376,14.04569175,0.27,0.138,0.1,0.095,0.078,0.055,0.046,0.053,0.055,0.044,0.036,0.029,0.071,0.279,0.219,0.178,0.129,0.124,36.64999999,7.360000002,0.799181446,,29.28999999,0.200818554
W208,522,846,1.620689655,914.667,1.752235632,77632.917,0.175794401,1.731,1.353,13.78714803,0.328,0.146,0.101,0.073,0.064,0.06,0.059,0.051,0.038,0.034,0.024,0.024,0.067,0.304,0.221,0.187,0.114,0.108,39.71999999,6.699999997,0.831319235,,33.02,0.168680765
W209,680,801,1.177941176,833.038,1.225055882,75222,0.138103106,1.731,1.355,13.9087908,0.346,0.153,0.091,0.073,0.066,0.061,0.053,0.039,0.03,0.031,0.028,0.027,0.091,0.328,0.214,0.169,0.096,0.102,30.64999999,6.05,0.802610114,,24.59999999,0.197389886
W210,966,1046,1.082815735,1191.737,1.233682195,149146.417,0.147606001,1.708,1.447,14.77818122,0.408,0.192,0.103,0.063,0.048,0.039,0.036,0.034,0.027,0.018,0.015,0.017,0.086,0.433,0.206,0.131,0.08,0.064,55.71,11.97000001,0.785137318,,43.73999999,0.214862682
W211,814,918,1.127764128,961.918,1.181717445,168504.5,0.225498895,1.784,1.466,14.73749657,0.314,0.172,0.105,0.071,0.049,0.038,0.032,0.033,0.031,0.037,0.05,0.067,0.068,0.347,0.215,0.121,0.081,0.169,67.84999998,13.94,0.794546794,,53.90999999,0.205453206
W212,1174,872,0.742759796,939.054,0.799875639,154944.667,0.151353355,1.742,1.451,14.51100781,0.369,0.171,0.104,0.074,0.052,0.044,0.041,0.039,0.037,0.027,0.02,0.021,0.083,0.374,0.213,0.145,0.091,0.095,65.96999998,12.08000001,0.816886463,,53.88999998,0.183113537
W213,664,598,0.90060241,646.803,0.974100904,73924.083,0.186172994,1.783,1.361,14.09634795,0.292,0.159,0.101,0.074,0.06,0.045,0.039,0.035,0.034,0.038,0.053,0.07,0.091,0.306,0.198,0.124,0.101,0.18,28.96000001,4.85,0.832527624,,24.11000001,0.167472376
W214,853,840,0.984759672,905.622,1.061690504,132298.083,0.184639763,1.794,1.431,14.37360543,0.324,0.156,0.099,0.068,0.047,0.042,0.036,0.032,0.036,0.045,0.054,0.059,0.072,0.341,0.192,0.11,0.095,0.19,72,10.65,0.852083333,,61.35,0.147916667
W216,731,727,0.994528044,831.558,1.137562244,90195.083,0.169719239,1.791,1.38,13.98099385,0.325,0.151,0.092,0.058,0.042,0.041,0.039,0.047,0.053,0.058,0.054,0.041,0.079,0.318,0.185,0.117,0.123,0.179,49.63000002,7.859999997,0.841628048,,41.77000002,0.158371952
W217,674,755,1.120178042,809.755,1.201416914,64351.667,0.126459935,1.714,1.331,13.88928946,0.406,0.168,0.093,0.056,0.041,0.044,0.042,0.04,0.039,0.029,0.021,0.021,0.09,0.398,0.185,0.138,0.098,0.091,30.59,5.179999999,0.830663616,,25.41,0.169336384
W218,705,711,1.008510638,756.53,1.073092199,69651.667,0.138954558,1.719,1.352,13.99519273,0.362,0.179,0.105,0.068,0.047,0.043,0.043,0.044,0.038,0.029,0.022,0.019,0.091,0.36,0.205,0.155,0.108,0.08,27.77999999,4.889999998,0.823974082,,22.88999999,0.176025918
W219,813,1059,1.302583026,1149.076,1.413377614,136255.583,0.158258775,1.751,1.439,14.68194212,0.33,0.176,0.107,0.071,0.064,0.058,0.054,0.046,0.035,0.026,0.019,0.016,0.086,0.354,0.228,0.15,0.096,0.086,63.75999997,11.15,0.82512547,,52.60999997,0.17487453
W220,978,871,0.890593047,1037.022,1.060349693,122441.25,0.143737718,1.738,1.425,14.51105848,0.35,0.144,0.095,0.082,0.073,0.068,0.059,0.048,0.035,0.022,0.014,0.012,0.092,0.321,0.222,0.189,0.117,0.059,59.22999998,9.790000004,0.834712139,,49.43999998,0.165287861
W221,654,579,0.885321101,695.97,1.064174312,97950.75,0.258673211,1.825,1.395,14.10114842,0.271,0.138,0.095,0.07,0.058,0.051,0.046,0.042,0.041,0.044,0.055,0.088,0.06,0.276,0.182,0.132,0.105,0.245,45.56000002,8.749999997,0.807945566,,36.81000002,0.192054434
W223,940,701,0.745744681,971.209,1.033201064,171059.083,0.259597358,1.792,1.467,14.43528327,0.299,0.167,0.11,0.075,0.059,0.05,0.041,0.035,0.036,0.041,0.04,0.048,0.07,0.325,0.21,0.128,0.095,0.171,81.58000001,14.84,0.81809267,,66.74000001,0.18190733
W224,641,852,1.329173167,887.548,1.384630265,103775.25,0.190018622,1.773,1.397,14.29921038,0.319,0.158,0.097,0.069,0.052,0.041,0.043,0.045,0.049,0.045,0.039,0.043,0.083,0.317,0.192,0.131,0.121,0.156,44.33999999,8.720000001,0.803337844,,35.61999999,0.196662156
W225,505,753,1.491089109,832.365,1.648247525,67307.5,0.177001565,1.738,1.335,13.79010189,0.326,0.17,0.083,0.057,0.055,0.056,0.063,0.066,0.058,0.033,0.015,0.016,0.068,0.333,0.21,0.148,0.136,0.105,38.57999998,6.579999998,0.829445308,,31.99999998,0.170554692
W226,812,969,1.193349754,1021.121,1.257538177,77913.083,0.099021747,1.679,1.359,14.1227193,0.436,0.164,0.088,0.066,0.059,0.045,0.032,0.024,0.021,0.022,0.023,0.02,0.104,0.381,0.23,0.13,0.076,0.078,34.91,7.190000002,0.794041822,,27.71999999,0.205958178
W228,838,734,0.875894988,871.819,1.040356802,111348.583,0.181027526,1.771,1.407,14.20358239,0.332,0.153,0.096,0.068,0.051,0.044,0.042,0.048,0.052,0.043,0.035,0.034,0.078,0.351,0.195,0.136,0.102,0.138,53.92999998,10.62,0.803078064,,24.86999999,0.243843113
W229,818,753,0.920537897,906.594,1.108305623,119549.417,0.194088222,1.78,1.419,14.24681965,0.306,0.173,0.104,0.067,0.051,0.044,0.046,0.048,0.048,0.052,0.038,0.024,0.073,0.339,0.209,0.141,0.109,0.128,56.06999999,9.700000005,0.827001962,,43.30999998,0.196921936
W230,771,603,0.782101167,649.126,0.841927367,99814.333,0.214694648,1.823,1.399,13.97606136,0.283,0.137,0.092,0.069,0.057,0.047,0.044,0.042,0.039,0.045,0.052,0.093,0.078,0.303,0.174,0.115,0.096,0.234,55.45999999,10.92,0.803101334,,46.36999999,0.172998038
W231,608,557,0.916118421,701.385,1.15359375,68777.5,0.203089566,1.766,1.349,13.82617128,0.302,0.153,0.094,0.065,0.056,0.053,0.048,0.043,0.041,0.044,0.051,0.048,0.081,0.299,0.205,0.141,0.118,0.155,30.98,5.440000001,0.824402841,,44.53999999,0.196898666
W232,758,574,0.757255937,685.178,0.90392876,107335.417,0.24669591,1.804,1.411,14.06190197,0.303,0.164,0.097,0.07,0.051,0.045,0.036,0.036,0.038,0.039,0.045,0.075,0.076,0.325,0.191,0.121,0.094,0.194,51.96000001,9.790000004,0.811585835,,25.54,0.175597159
W234,863,830,0.961761298,887.957,1.028918888,122860.167,0.17152294,1.734,1.42,14.21631906,0.364,0.149,0.092,0.071,0.066,0.054,0.047,0.04,0.035,0.033,0.024,0.025,0.082,0.375,0.205,0.142,0.1,0.095,51.27000001,9.510000004,0.81451141,,42.17000001,0.188414165
W235,798,979,1.226817043,1000.298,1.253506266,127452.417,0.163140764,1.764,1.429,14.76691251,0.318,0.143,0.093,0.067,0.058,0.064,0.06,0.058,0.054,0.042,0.026,0.016,0.08,0.303,0.212,0.173,0.131,0.101,43.52000002,9.599999995,0.779411765,,41.76000001,0.18548859
W236,745,821,1.102013423,868.093,1.165225503,85026.083,0.139012144,1.711,1.369,13.96316526,0.356,0.169,0.111,0.081,0.049,0.044,0.048,0.043,0.034,0.029,0.021,0.015,0.071,0.377,0.23,0.135,0.107,0.081,32.35999999,6.359999998,0.803461063,,33.92000002,0.220588235
W237,792,777,0.981060606,912.91,1.152664141,114972.75,0.186830906,1.76,1.413,14.29909509,0.35,0.157,0.088,0.066,0.052,0.047,0.043,0.043,0.044,0.048,0.037,0.026,0.092,0.339,0.194,0.153,0.111,0.111,54.89000002,8.939999998,0.837128803,,26,0.196538937
W238,672,794,1.181547619,825.477,1.228388393,100781.167,0.18888158,1.766,1.395,14.39127253,0.283,0.165,0.113,0.089,0.073,0.066,0.06,0.053,0.042,0.027,0.016,0.011,0.071,0.299,0.232,0.191,0.132,0.075,37.68000001,8.620000003,0.771231422,,45.95000003,0.162871197
W239,716,750,1.047486034,826.001,1.153632682,117356.25,0.218540503,1.805,1.415,14.28237604,0.296,0.154,0.097,0.07,0.054,0.046,0.038,0.032,0.033,0.039,0.04,0.101,0.074,0.299,0.198,0.126,0.098,0.205,48.29000001,10.44,0.783806171,,29.06000001,0.228768578
W240,463,820,1.771058315,840.527,1.815393089,82145.75,0.216366617,1.793,1.361,14.0829403,0.256,0.136,0.098,0.081,0.078,0.07,0.06,0.053,0.044,0.039,0.045,0.041,0.053,0.284,0.204,0.167,0.133,0.159,37.51,7.190000002,0.808317782,,37.85000001,0.216193829
W241,802,761,0.948877805,829.834,1.034705736,101792.833,0.166785456,1.767,1.396,14.12699039,0.337,0.174,0.103,0.071,0.051,0.039,0.033,0.033,0.036,0.043,0.045,0.035,0.082,0.353,0.196,0.118,0.104,0.147,45.05,8.289999999,0.815982242,,30.31999999,0.191682218
W242,605,520,0.859504132,603.932,0.998234711,61325.917,0.194932985,1.763,1.332,13.72622788,0.298,0.168,0.106,0.077,0.063,0.061,0.059,0.057,0.041,0.031,0.02,0.018,0.099,0.318,0.191,0.128,0.117,0.147,20.92999999,3.439999999,0.835642618,,36.76,0.184017758
W243,712,945,1.327247191,985.33,1.383890449,127349.5,0.189271595,1.781,1.426,14.27272293,0.308,0.157,0.096,0.068,0.05,0.044,0.045,0.047,0.045,0.041,0.05,0.049,0.067,0.308,0.209,0.116,0.099,0.201,60.13,12.11000001,0.798603027,,17.48999999,0.164357382
W244,636,827,1.300314465,891.576,1.401849057,115269.75,0.219155677,1.764,1.413,14.19648509,0.313,0.172,0.105,0.068,0.053,0.043,0.038,0.035,0.038,0.042,0.048,0.046,0.075,0.337,0.195,0.123,0.1,0.169,52.02999998,10.74,0.793580627,,48.01999999,0.201396973
W245,771,866,1.123216602,922.004,1.195854734,115901.417,0.173586711,1.747,1.416,14.38242285,0.367,0.163,0.096,0.072,0.052,0.041,0.034,0.033,0.038,0.037,0.032,0.035,0.098,0.36,0.194,0.134,0.097,0.117,53.05,8.419999998,0.84128181,,41.28999999,0.206419373
W246,839,723,0.861740167,944.098,1.125265793,193506.917,0.319004078,1.829,1.49,14.73420533,0.241,0.141,0.108,0.083,0.068,0.058,0.05,0.048,0.045,0.048,0.05,0.059,0.059,0.261,0.199,0.154,0.117,0.209,98.91000002,14.92,0.849155798,,44.63,0.15871819
W247,811,859,1.05918619,1006.331,1.240852035,112102.667,0.160917,1.69,1.411,14.5346871,0.415,0.192,0.103,0.064,0.048,0.039,0.033,0.029,0.026,0.021,0.015,0.016,0.09,0.432,0.218,0.125,0.072,0.064,44.21999998,8.720000001,0.802804161,,83.99000002,0.150844202
W248,779,881,1.130937099,908.987,1.166863928,105761.333,0.154103872,1.742,1.404,14.42965633,0.353,0.17,0.111,0.077,0.055,0.042,0.034,0.029,0.031,0.036,0.036,0.025,0.093,0.364,0.218,0.123,0.09,0.113,49.36000002,9.819999996,0.801053485,,35.49999998,0.197195839
W249,818,1093,1.336185819,1199.649,1.46656357,99476.833,0.111262416,1.644,1.394,14.33439894,0.443,0.173,0.116,0.079,0.058,0.043,0.028,0.017,0.011,0.009,0.009,0.014,0.102,0.469,0.23,0.116,0.044,0.039,46.39000001,8.389999996,0.819142057,,39.54000002,0.198946515
W250,1033,1193,1.154888674,1253.733,1.21368151,136647.333,0.110881832,1.709,1.429,14.59490875,0.383,0.167,0.106,0.076,0.063,0.053,0.049,0.038,0.028,0.018,0.011,0.01,0.09,0.395,0.231,0.149,0.08,0.055,68.38999999,13.12000001,0.808159087,,38.00000001,0.180857943
W251,688,867,1.260174419,906.56,1.317674419,104585.083,0.175332413,1.753,1.398,14.23798332,0.349,0.141,0.091,0.067,0.058,0.058,0.051,0.043,0.034,0.035,0.034,0.038,0.08,0.365,0.196,0.139,0.103,0.116,45.04000001,8.370000004,0.814165186,,55.26999999,0.191840913
W255,797,920,1.154328733,993.519,1.2465734,136551.333,0.186230065,1.802,1.437,14.52380276,0.315,0.145,0.087,0.061,0.05,0.041,0.036,0.038,0.045,0.055,0.062,0.064,0.081,0.289,0.177,0.125,0.117,0.212,79.32000003,12.74,0.839384771,,36.67,0.185834814
W257,552,854,1.547101449,897.2,1.625362319,63998.75,0.135760848,1.67,1.333,13.89654085,0.317,0.186,0.143,0.109,0.079,0.048,0.034,0.026,0.023,0.016,0.009,0.012,0.093,0.373,0.271,0.144,0.078,0.04,22.72,3.650000001,0.839348592,,66.58000003,0.160615229
W258,1114,1002,0.8994614,1145.301,1.028097846,200222.583,0.17937427,1.768,1.487,14.83471239,0.368,0.167,0.098,0.06,0.047,0.041,0.041,0.042,0.042,0.038,0.027,0.029,0.077,0.386,0.188,0.133,0.107,0.108,94.54999999,15.8,0.832892649,,19.07,0.160651408
W259,848,860,1.014150943,938.36,1.106556604,128791.583,0.176601008,1.732,1.428,14.31343563,0.369,0.171,0.097,0.067,0.056,0.049,0.046,0.042,0.036,0.027,0.021,0.018,0.065,0.357,0.214,0.148,0.113,0.102,50.43,10.4,0.793773548,,78.74999999,0.167107351
W260,880,968,1.1,1070.59,1.216579545,112277.083,0.131805366,1.695,1.409,14.28048348,0.395,0.188,0.106,0.083,0.061,0.046,0.038,0.027,0.02,0.014,0.01,0.012,0.085,0.397,0.258,0.142,0.072,0.047,52.36999998,8.82,0.831582967,,40.03,0.206226452
W261,636,863,1.356918239,922.582,1.450600629,92094.333,0.167789583,1.755,1.384,14.45412886,0.294,0.149,0.115,0.09,0.074,0.066,0.06,0.05,0.036,0.026,0.019,0.022,0.08,0.316,0.223,0.194,0.113,0.073,40.08000001,8.039999998,0.799401198,,43.54999998,0.168417033
W263,717,612,0.853556485,808.801,1.128034868,87161.917,0.198635192,1.793,1.382,14.06074131,0.303,0.149,0.105,0.079,0.062,0.048,0.042,0.04,0.036,0.041,0.045,0.05,0.079,0.298,0.213,0.144,0.103,0.163,33.42999999,6.120000003,0.8169309,,32.04000001,0.200598802
W265,836,782,0.935406699,784.82,0.938779904,132474.833,0.202637748,1.794,1.431,14.51655766,0.322,0.177,0.098,0.065,0.046,0.038,0.036,0.038,0.041,0.041,0.049,0.048,0.077,0.322,0.19,0.12,0.098,0.192,54.99999999,11.3,0.794545454,,27.30999998,0.1830691
W266,816,658,0.806372549,860.19,1.054154412,121694.417,0.226649415,1.795,1.426,14.40481376,0.277,0.162,0.116,0.079,0.054,0.047,0.047,0.045,0.045,0.043,0.045,0.039,0.077,0.317,0.193,0.139,0.115,0.158,47.04000002,8.540000002,0.818452381,,49.55000002,0.236400062
W267,702,888,1.264957265,920.34,1.311025641,73841.167,0.118453657,1.697,1.35,14.23873318,0.374,0.125,0.079,0.071,0.072,0.073,0.061,0.05,0.038,0.024,0.013,0.02,0.084,0.342,0.206,0.178,0.111,0.078,25.97000001,5.129999999,0.802464382,,43.69999998,0.205454546
W268,912,840,0.921052632,928.015,1.017560307,129885.083,0.169545064,1.768,1.427,14.33248703,0.348,0.145,0.082,0.066,0.065,0.057,0.05,0.045,0.043,0.04,0.032,0.028,0.072,0.346,0.189,0.152,0.125,0.115,49.03000002,11.03,0.775035693,,38.50000002,0.181547619
W270,791,834,1.054361568,890.389,1.12564981,138706.917,0.210259479,1.771,1.439,14.49701489,0.325,0.164,0.092,0.066,0.053,0.05,0.046,0.045,0.048,0.044,0.036,0.03,0.07,0.316,0.19,0.156,0.118,0.15,64.62999998,13.46,0.791737583,,20.84000001,0.197535618
W271,717,799,1.114365411,822.4148148,1.147022057,133174,0.232462824,1.806,1.431,14.26950723,0.27,0.151,0.1,0.076,0.062,0.051,0.044,0.035,0.033,0.044,0.053,0.08,0.059,0.291,0.205,0.139,0.096,0.209,65.25999999,9.569999996,0.853355808,,38.00000002,0.224964307
W272,795,572,0.719496855,761.604,0.957992453,127431.333,0.280228995,1.805,1.44,14.37617689,0.265,0.148,0.101,0.078,0.065,0.051,0.044,0.039,0.034,0.037,0.057,0.081,0.077,0.275,0.205,0.133,0.098,0.211,54.62999998,9.75,0.821526634,,24.17,0.24397873
W273,549,733,1.335154827,797.666,1.452943534,40859.833,0.101536051,1.643,1.273,13.57979582,0.398,0.171,0.109,0.088,0.075,0.062,0.044,0.025,0.01,0.003,0.002,0.013,0.119,0.428,0.214,0.15,0.067,0.022,15.90999999,2.970000001,0.813324953,,51.16999999,0.208262417
W274,913,863,0.945235487,1041.674074,1.140935459,164118.417,0.208293514,1.801,1.464,14.38709651,0.33,0.143,0.095,0.065,0.053,0.044,0.038,0.036,0.032,0.031,0.043,0.09,0.069,0.338,0.183,0.119,0.088,0.203,70.15000003,13.65000001,0.805416964,,55.68999999,0.146644192
W275,443,515,1.162528217,633.698,1.430469526,26379.167,0.115624568,1.584,1.219,13.13899218,0.351,0.164,0.152,0.135,0.09,0.047,0.022,0.009,0.005,0.002,0.002,0.021,0.12,0.384,0.256,0.159,0.058,0.023,5.450000002,1.01,0.814678899,,44.87999998,0.178473366
W276,867,907,1.046136101,960.865,1.108264129,141847.5,0.180382874,1.778,1.44,14.52867011,0.347,0.152,0.084,0.064,0.052,0.053,0.055,0.055,0.052,0.043,0.025,0.019,0.078,0.333,0.178,0.137,0.133,0.141,62.74000001,10.75,0.828657953,,12.93999999,0.186675047
W277,974,857,0.879876797,939.539,0.964619097,158804.417,0.190249182,1.789,1.457,14.49998709,0.323,0.162,0.094,0.065,0.054,0.046,0.044,0.043,0.041,0.04,0.046,0.04,0.073,0.306,0.198,0.144,0.112,0.167,95.86000003,16.51,0.827769664,,56.50000003,0.194583036
