ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,Wf(g),Wd(g),WC,,Wf-Wd,Wd/Wf
W038,851,753,0.884841363,826.652,0.971388954,87345.583,0.136306451,1.757,1.375,14.11276647,0.368,0.176,0.089,0.053,0.043,0.038,0.042,0.048,0.047,0.04,0.031,0.026,0.099,0.362,0.204,0.115,0.085,0.135,31.30000001,5.98,0.808945687,,49.31000001,0.16607475
W039,810,936,1.155555556,957.851,1.182532099,109237.5,0.144082384,1.756,1.405,14.51779697,0.377,0.16,0.087,0.065,0.054,0.046,0.046,0.041,0.034,0.032,0.031,0.028,0.08,0.351,0.194,0.157,0.108,0.11,36.20000001,8.249999997,0.772099448,,43.11,0.185835694
W040,738,726,0.983739837,764.848,1.036379404,121871.833,0.227462789,1.809,1.422,14.20176821,0.286,0.139,0.092,0.064,0.054,0.047,0.043,0.042,0.043,0.047,0.061,0.083,0.072,0.289,0.173,0.134,0.119,0.214,57.97999997,10.69,0.815626078,,24.93999999,0.196779388
W042,915,630,0.68852459,955.496,1.044257923,125128,0.217066528,1.74,1.435,14.56422552,0.296,0.186,0.126,0.087,0.062,0.051,0.046,0.043,0.039,0.032,0.021,0.012,0.085,0.355,0.242,0.149,0.099,0.07,41.52000001,7.18,0.827071291,,58.10000001,0.173541963
W044,705,638,0.904964539,754.935,1.070829787,106830.917,0.237512877,1.815,1.41,14.12537679,0.262,0.138,0.09,0.065,0.058,0.047,0.041,0.042,0.044,0.058,0.074,0.079,0.075,0.26,0.182,0.121,0.106,0.257,56.85999999,9.690000001,0.829581428,,24.07000001,0.266605728
W048,695,819,1.178417266,928.401,1.335828777,86004.833,0.151096412,1.719,1.374,14.13389253,0.377,0.167,0.098,0.072,0.053,0.05,0.048,0.042,0.034,0.024,0.016,0.019,0.075,0.395,0.232,0.136,0.087,0.076,33.79000001,6.439999999,0.809411068,,41.93999998,0.162372678
W052,1014,807,0.795857988,1095.057,1.07993787,116188.583,0.141988106,1.666,1.417,14.35800765,0.399,0.211,0.126,0.078,0.053,0.037,0.029,0.023,0.017,0.011,0.007,0.009,0.093,0.463,0.242,0.116,0.05,0.036,59.13000001,9.819999996,0.83392525,,38.59000002,0.17366167
W054,827,721,0.871825877,820.134,0.991697703,123065.833,0.206393835,1.769,1.428,14.43188855,0.328,0.148,0.109,0.082,0.06,0.049,0.042,0.039,0.04,0.038,0.031,0.032,0.077,0.347,0.205,0.141,0.108,0.123,52.95,9.839999999,0.814164306,,63.22999999,0.183285973
W056,690,654,0.947826087,711.69,1.031434783,72190.917,0.159976326,1.766,1.354,13.9291778,0.371,0.165,0.08,0.057,0.049,0.043,0.044,0.048,0.043,0.035,0.033,0.033,0.102,0.354,0.185,0.103,0.091,0.164,31.04999999,6.109999999,0.803220612,,43.48,0.189561976
W057,840,751,0.894047619,997.783,1.187836905,148409.167,0.235256431,1.783,1.449,14.47580396,0.301,0.152,0.1,0.066,0.05,0.05,0.055,0.057,0.059,0.049,0.038,0.023,0.069,0.326,0.184,0.139,0.13,0.153,70.30000001,12.2,0.826458037,,38.90000001,0.202542025
W059,632,844,1.335443038,875.887,1.385897152,106792.75,0.200208377,1.773,1.405,14.24824306,0.311,0.15,0.106,0.072,0.052,0.044,0.045,0.044,0.039,0.039,0.043,0.054,0.091,0.309,0.199,0.142,0.101,0.159,50.06999998,8.130000004,0.837627322,,23.11,0.152859238
W060,773,1031,1.333764554,1100.933333,1.424234584,103982.75,0.130473748,1.707,1.399,14.171728,0.366,0.179,0.105,0.078,0.064,0.059,0.05,0.034,0.024,0.015,0.01,0.018,0.09,0.389,0.218,0.164,0.088,0.051,46.70000002,8.109999999,0.82633833,,29.78999999,0.174334812
W061,908,1070,1.178414097,1143.441,1.259296256,148903.333,0.153262107,1.741,1.451,14.61125298,0.352,0.167,0.1,0.077,0.061,0.052,0.046,0.035,0.027,0.021,0.019,0.041,0.081,0.373,0.214,0.136,0.09,0.106,77.41999999,14.19,0.816714027,,49.4,0.198962218
W063,734,984,1.340599455,1054.637,1.43683515,122736.417,0.169934784,1.734,1.421,14.45028749,0.374,0.164,0.097,0.078,0.064,0.053,0.043,0.037,0.031,0.022,0.018,0.019,0.082,0.365,0.208,0.167,0.095,0.083,53.65,10.17,0.810438024,,59.33999997,0.188346328
W065,800,967,1.20875,1007.355,1.25919375,124189.917,0.160535053,1.758,1.423,14.33169913,0.333,0.152,0.099,0.077,0.063,0.054,0.045,0.039,0.035,0.039,0.033,0.031,0.072,0.338,0.216,0.142,0.101,0.131,48.78000001,9.880000002,0.797457975,,59.39000001,0.18465129
W066,519,652,1.256262042,708.443,1.365015414,65333.583,0.19307299,1.734,1.337,13.81997168,0.318,0.154,0.1,0.072,0.058,0.058,0.056,0.055,0.049,0.037,0.022,0.021,0.089,0.34,0.204,0.156,0.116,0.094,27.28,4.170000001,0.847140762,,56.98999998,0.201037432
W068,720,908,1.261111111,950.132,1.319627778,85772.25,0.131198376,1.727,1.372,14.11703192,0.356,0.159,0.101,0.077,0.062,0.048,0.044,0.035,0.028,0.023,0.027,0.039,0.098,0.374,0.205,0.133,0.084,0.105,36.07999999,6.290000002,0.825665188,,62.02999998,0.177866137
W070,1011,1073,1.06132542,1165.503,1.152821958,164318.833,0.151473432,1.721,1.46,14.70167546,0.358,0.2,0.124,0.081,0.06,0.048,0.04,0.03,0.019,0.015,0.013,0.012,0.077,0.42,0.251,0.13,0.065,0.059,61.67,12.27,0.801037782,,52.62000002,0.180629087
W071,1157,866,0.748487468,1078.711111,0.932334582,170466.333,0.170132533,1.759,1.466,14.72706747,0.334,0.155,0.099,0.079,0.064,0.055,0.049,0.044,0.037,0.031,0.026,0.025,0.076,0.34,0.199,0.152,0.117,0.115,73.10999998,13.77,0.811653672,,53.23000003,0.177661053
W072,801,768,0.958801498,838.625,1.046972534,154988.75,0.251945404,1.813,1.454,14.49599241,0.293,0.148,0.096,0.067,0.051,0.044,0.041,0.04,0.038,0.038,0.04,0.103,0.071,0.304,0.174,0.132,0.098,0.221,72.84000001,13.45,0.81534871,,31.59999998,0.172991364
W073,773,825,1.067270375,872.451,1.128655886,138248.5,0.21678388,1.806,1.439,14.50294772,0.301,0.14,0.094,0.073,0.055,0.044,0.04,0.038,0.038,0.037,0.045,0.095,0.077,0.293,0.177,0.123,0.103,0.227,71.32999998,14.34,0.798962568,,42.17999999,0.199924127
W074,1081,768,0.710453284,958.936,0.887082331,156252.75,0.18820916,1.779,1.459,14.53360251,0.32,0.164,0.106,0.072,0.052,0.043,0.037,0.039,0.049,0.053,0.041,0.026,0.076,0.349,0.194,0.122,0.121,0.138,75.44999998,13.42000001,0.822133863,,19.48000001,0.214832729
W075,893,738,0.826427772,957.658,1.072405375,163750,0.24846973,1.746,1.462,14.57394961,0.322,0.185,0.115,0.08,0.059,0.045,0.038,0.034,0.036,0.033,0.027,0.026,0.079,0.382,0.224,0.129,0.083,0.103,64.22000002,11.6,0.819370913,,41.91000003,0.186371578
W077,858,801,0.933566434,958.524,1.117160839,143749.333,0.209163564,1.788,1.444,14.58260676,0.321,0.163,0.1,0.072,0.062,0.056,0.055,0.053,0.042,0.035,0.022,0.019,0.077,0.324,0.208,0.176,0.118,0.096,64.73000003,11.5,0.822338947,,39.55000002,0.206938039
W078,575,555,0.965217391,624.495,1.086078261,70392.083,0.220578403,1.797,1.348,13.80028084,0.325,0.147,0.1,0.065,0.056,0.046,0.046,0.045,0.042,0.027,0.03,0.071,0.078,0.334,0.206,0.113,0.075,0.193,38.20999998,6.610000001,0.827008636,,38.04000002,0.19712959
W079,960,985,1.026041667,1035.73,1.078885417,116768.917,0.123486587,1.694,1.415,14.42049529,0.432,0.173,0.091,0.064,0.058,0.054,0.043,0.034,0.023,0.015,0.005,0.007,0.099,0.421,0.224,0.126,0.072,0.058,52.71999999,10.54,0.800075873,,35.42,0.224096386
W080,677,898,1.326440177,951.603,1.40561743,89315.083,0.146912856,1.719,1.377,14.49276292,0.444,0.185,0.09,0.056,0.042,0.033,0.031,0.032,0.033,0.024,0.014,0.017,0.083,0.422,0.204,0.132,0.091,0.068,24.81000001,5.329999999,0.785167271,,49.25000003,0.17752171
W081,926,941,1.016198704,1123.297,1.213063715,121134.167,0.139016403,1.69,1.421,14.74902347,0.448,0.179,0.098,0.066,0.047,0.042,0.038,0.029,0.021,0.013,0.009,0.01,0.098,0.431,0.222,0.134,0.07,0.046,51.51000002,9.599999995,0.813628422,,36.67999998,0.18161535
W083,649,730,1.124807396,895.002,1.379047766,97163.917,0.205086681,1.791,1.387,14.18976606,0.297,0.149,0.096,0.076,0.059,0.05,0.045,0.039,0.034,0.035,0.051,0.069,0.077,0.297,0.192,0.142,0.097,0.194,49.87000002,10.32,0.793061961,,45.19000002,0.240248823
W084,806,870,1.079404467,892.742,1.107620347,135543.5,0.193296683,1.771,1.436,14.38466452,0.321,0.169,0.104,0.079,0.058,0.042,0.036,0.034,0.034,0.035,0.042,0.045,0.07,0.349,0.216,0.13,0.087,0.148,47.38000001,9.339999998,0.80287041,,55.67999998,0.190344627
W085,836,870,1.040669856,930.555,1.113104067,111277.333,0.152996388,1.763,1.406,14.33109763,0.367,0.137,0.081,0.064,0.052,0.049,0.044,0.044,0.044,0.046,0.039,0.031,0.075,0.332,0.19,0.143,0.117,0.144,45.65,10.23,0.775903614,,34.68000001,0.180335618
W087,627,794,1.266347687,878.7111111,1.401453128,108520.417,0.217983394,1.775,1.408,14.14591765,0.27,0.156,0.103,0.078,0.059,0.053,0.051,0.046,0.046,0.052,0.046,0.041,0.075,0.294,0.204,0.145,0.124,0.158,59.88000003,10.63,0.82247829,,56.23999999,0.192070105
W088,695,917,1.31942446,963.1555556,1.385835332,104807.25,0.164451253,1.749,1.401,14.21178198,0.291,0.156,0.11,0.091,0.081,0.064,0.052,0.045,0.036,0.029,0.022,0.025,0.065,0.331,0.258,0.171,0.092,0.084,44.81999998,8.14,0.81838465,,73.40000003,0.180712133
W090,927,843,0.909385113,917.476,0.989725998,159525.083,0.204136973,1.793,1.461,14.76641812,0.279,0.162,0.116,0.077,0.061,0.048,0.039,0.035,0.032,0.034,0.045,0.072,0.074,0.332,0.214,0.123,0.087,0.169,68.76999998,13.09,0.809655373,,54.09000001,0.165921357
W092,937,814,0.868729989,983.084,1.049182497,120172.833,0.157558669,1.751,1.422,14.42094325,0.332,0.173,0.122,0.092,0.07,0.049,0.037,0.033,0.029,0.025,0.018,0.021,0.08,0.362,0.24,0.144,0.092,0.082,42.31000001,7.629999998,0.819664382,,26.20000001,0.168517931
W093,925,1007,1.088648649,1076.898,1.164214054,171270.333,0.183870027,1.781,1.47,14.88027744,0.318,0.172,0.101,0.068,0.055,0.045,0.037,0.035,0.034,0.035,0.04,0.061,0.095,0.338,0.194,0.119,0.09,0.164,69.60999999,13.37,0.807929895,,55.85000002,0.192452284
W095,918,967,1.053376906,1047.824,1.141420479,178770.25,0.201384524,1.768,1.471,14.67852772,0.359,0.16,0.097,0.066,0.052,0.041,0.039,0.039,0.035,0.037,0.037,0.038,0.07,0.396,0.192,0.117,0.093,0.131,89.59000003,16.19000001,0.819287867,,22.57,0.19045911
W096,897,906,1.010033445,1062.112,1.184071349,132586,0.163146224,1.768,1.432,14.42631427,0.358,0.144,0.087,0.062,0.052,0.048,0.049,0.049,0.048,0.044,0.037,0.023,0.078,0.343,0.183,0.146,0.117,0.134,64.85000002,10.76,0.834078643,,121.66,0.159748601
W097,807,795,0.985130112,903.59,1.119690211,97215.917,0.151529334,1.685,1.385,14.26650772,0.444,0.189,0.104,0.067,0.047,0.032,0.03,0.026,0.023,0.017,0.012,0.01,0.09,0.426,0.219,0.119,0.079,0.066,31.51000001,5.309999999,0.831482069,,67.57999997,0.180848485
W098,894,833,0.931767338,1003.096,1.12203132,169525.083,0.227641504,1.803,1.468,14.74788938,0.282,0.158,0.105,0.08,0.06,0.046,0.039,0.036,0.034,0.036,0.045,0.08,0.07,0.328,0.206,0.125,0.091,0.18,69.16000001,13.30999999,0.807547716,,55.67000001,0.182765708
W099,770,643,0.835064935,821.872,1.067366234,80765.833,0.163127049,1.741,1.374,14.16273796,0.353,0.181,0.108,0.072,0.054,0.048,0.043,0.032,0.028,0.031,0.027,0.022,0.101,0.349,0.224,0.125,0.09,0.111,27.88,5.309999999,0.80954089,,39.07000002,0.163562406
W100,1171,790,0.674637062,1034.381,0.883331341,259606.583,0.280628461,1.843,1.526,14.96286423,0.257,0.131,0.089,0.074,0.061,0.048,0.04,0.036,0.034,0.038,0.056,0.137,0.067,0.264,0.176,0.124,0.09,0.279,144.79,23.12999999,0.840251399,,19.88,0.2048
W101,1090,940,0.862385321,1098.668,1.007952294,192507,0.187885028,1.767,1.483,14.81366462,0.345,0.157,0.093,0.069,0.059,0.053,0.048,0.045,0.044,0.038,0.027,0.024,0.079,0.359,0.21,0.15,0.098,0.105,82.49999997,14.92,0.819151515,,45.56999998,0.161699779
W103,927,864,0.932038835,927.801,1.000864078,180489.75,0.225350781,1.797,1.476,14.78799588,0.353,0.155,0.089,0.067,0.049,0.037,0.03,0.028,0.032,0.04,0.051,0.069,0.084,0.361,0.174,0.104,0.086,0.19,68.12000001,12.45,0.817234292,,57.59000003,0.144279346
W104,763,831,1.089121887,919.306,1.204857143,89111,0.140541879,1.703,1.381,13.95809019,0.391,0.159,0.096,0.075,0.069,0.06,0.051,0.045,0.03,0.015,0.006,0.005,0.085,0.377,0.241,0.168,0.099,0.03,46.71000002,7.639999999,0.836437594,,46.26999999,0.172271914
W105,782,593,0.75831202,675.045,0.8632289,78447.333,0.169167424,1.737,1.372,14.08764851,0.303,0.179,0.126,0.087,0.062,0.052,0.045,0.039,0.035,0.027,0.02,0.024,0.084,0.332,0.24,0.164,0.098,0.082,25,5.12,0.7952,,7.380000003,0.223157895
W106,923,733,0.794149512,814.625,0.882583965,126845,0.187485496,1.791,1.432,14.4513886,0.315,0.164,0.103,0.075,0.061,0.05,0.043,0.041,0.038,0.036,0.037,0.037,0.077,0.312,0.204,0.141,0.115,0.151,54.35999998,8.790000003,0.838300221,,28.47,0.198254013
W108,905,948,1.047513812,1018.194,1.125076243,134939.417,0.157283047,1.76,1.44,14.66095688,0.32,0.173,0.103,0.07,0.055,0.047,0.047,0.048,0.047,0.041,0.027,0.022,0.09,0.311,0.212,0.161,0.118,0.107,55.89999999,9.630000002,0.827728086,,41.23000002,0.182268941
W110,528,610,1.15530303,740.463,1.402392045,31920.667,0.099107883,1.588,1.243,13.40974578,0.412,0.169,0.115,0.089,0.067,0.043,0.031,0.024,0.016,0.009,0.005,0.019,0.119,0.411,0.246,0.133,0.063,0.028,9.500000004,2.120000001,0.776842105,,21.81,0.183451891
W112,898,602,0.670378619,783.741,0.872762806,85332.083,0.157848158,1.746,1.383,14.14203966,0.375,0.168,0.099,0.065,0.05,0.042,0.038,0.039,0.037,0.036,0.029,0.022,0.103,0.349,0.194,0.135,0.108,0.112,35.51,7.039999999,0.801745987,,28.29000001,0.174737456
W114,904,749,0.828539823,868.665,0.960912611,118882.583,0.175577146,1.774,1.424,14.3587478,0.291,0.174,0.115,0.084,0.064,0.059,0.053,0.049,0.042,0.037,0.019,0.013,0.078,0.326,0.224,0.149,0.111,0.111,50.42000001,9.189999997,0.817731059,,32.43999999,0.184924623
W115,725,608,0.83862069,667.342,0.920471724,68518.417,0.155441055,1.729,1.355,14.11567145,0.329,0.183,0.116,0.082,0.057,0.042,0.039,0.044,0.042,0.028,0.02,0.019,0.1,0.349,0.23,0.144,0.103,0.075,26.71,4.899999999,0.816548109,,36.29000002,0.153882024
W116,770,1081,1.403896104,1134.578,1.473477922,81250.667,0.097613642,1.671,1.361,13.9980541,0.414,0.172,0.115,0.084,0.068,0.056,0.037,0.022,0.015,0.007,0.003,0.006,0.076,0.445,0.242,0.146,0.064,0.026,34.28000001,5.989999999,0.825262544,,58.24999998,0.170700456
W117,890,1174,1.319101124,1260.933333,1.416779026,80429.5,0.076976341,1.649,1.361,14.15800522,0.432,0.188,0.102,0.072,0.062,0.05,0.035,0.02,0.012,0.009,0.009,0.01,0.113,0.425,0.232,0.134,0.058,0.037,39.79999999,7.360000002,0.815075377,,33.41999999,0.178466077
W118,561,721,1.285204991,801.911,1.429431373,65754.917,0.162566145,1.724,1.332,13.76541225,0.373,0.135,0.087,0.074,0.059,0.052,0.049,0.047,0.041,0.031,0.018,0.035,0.084,0.36,0.201,0.144,0.108,0.103,42.89000002,6.6,0.846117976,,53.32000002,0.191386108
W120,882,925,1.048752834,1043.051,1.182597506,140954.417,0.172770015,1.761,1.44,14.42265099,0.337,0.172,0.098,0.068,0.058,0.049,0.045,0.048,0.044,0.035,0.026,0.019,0.08,0.35,0.206,0.143,0.118,0.102,70.23999998,11.99,0.829299544,,40.46000002,0.186733668
W122,678,926,1.365781711,1028.577,1.517075221,100083,0.159411495,1.739,1.392,14.40308896,0.37,0.147,0.085,0.067,0.058,0.052,0.05,0.044,0.037,0.033,0.024,0.032,0.09,0.345,0.207,0.132,0.111,0.116,40.67999999,7.260000001,0.821533923,,45.89000001,0.192077465
W124,919,982,1.068552775,1043.155556,1.135098537,168832.75,0.187081005,1.774,1.469,14.88974465,0.335,0.161,0.098,0.068,0.051,0.041,0.038,0.038,0.042,0.044,0.043,0.04,0.082,0.325,0.2,0.13,0.107,0.156,65.94000002,12.62,0.808613892,,10.71,0.182442748
W125,912,672,0.736842105,797.166,0.874085526,123703.333,0.201844672,1.779,1.421,14.27230298,0.358,0.166,0.102,0.063,0.049,0.04,0.036,0.033,0.035,0.035,0.036,0.047,0.077,0.377,0.187,0.104,0.09,0.165,49.75000002,9.290000002,0.813266332,,11.09,0.207290922
W126,863,881,1.020857474,1113.244,1.289969873,160192.833,0.210696042,1.763,1.458,14.80389284,0.422,0.174,0.098,0.061,0.047,0.038,0.033,0.027,0.024,0.027,0.027,0.023,0.084,0.439,0.204,0.111,0.075,0.086,56.80000002,10.91,0.807922535,,31.33999999,0.192476166
W127,570,554,0.971929825,712.044,1.2492,43282.75,0.137066154,1.646,1.287,13.71752537,0.402,0.2,0.12,0.073,0.053,0.041,0.032,0.026,0.022,0.012,0.005,0.013,0.108,0.413,0.245,0.127,0.064,0.042,13.1,2.39,0.817557252,,58.56999999,0.175186593
W128,648,743,1.146604938,832.84,1.285246914,40091,0.083268946,1.622,1.27,13.72993551,0.458,0.169,0.084,0.059,0.049,0.05,0.039,0.028,0.019,0.014,0.012,0.02,0.137,0.396,0.219,0.14,0.065,0.045,13.99,2.9,0.792709078,,40.47999999,0.23100304
W129,755,726,0.961589404,878.902,1.164108609,85414.917,0.15582967,1.754,1.371,14.12514393,0.381,0.174,0.108,0.068,0.048,0.036,0.031,0.028,0.027,0.028,0.028,0.042,0.093,0.398,0.202,0.115,0.084,0.108,38.80999999,7.469999999,0.807523834,,30.61000001,0.171807359
W130,1159,922,0.795513374,1142.414815,0.98569009,139102.917,0.13017329,1.738,1.436,14.59889572,0.397,0.167,0.095,0.065,0.055,0.047,0.043,0.04,0.031,0.023,0.017,0.018,0.081,0.394,0.2,0.141,0.094,0.09,71.00999999,12.44,0.824813407,,47.61,0.181255374
W132,880,1019,1.157954545,1046.744,1.189481818,136191.75,0.151877676,1.736,1.437,14.74380397,0.393,0.168,0.098,0.069,0.049,0.041,0.037,0.037,0.037,0.03,0.021,0.021,0.095,0.399,0.207,0.124,0.078,0.096,52.64,12.16000001,0.76899696,,68.91000001,0.191292102
W134,673,771,1.145616642,863.496,1.283054978,87988.917,0.169573713,1.763,1.378,14.18235997,0.317,0.162,0.091,0.066,0.057,0.049,0.047,0.048,0.049,0.049,0.035,0.029,0.091,0.315,0.198,0.146,0.104,0.146,36.96000001,6.350000001,0.828192641,,46.43000002,0.222538513
W135,995,639,0.642211055,863.697,0.868037186,136338.333,0.214434194,1.751,1.444,14.44477069,0.309,0.178,0.122,0.087,0.065,0.05,0.044,0.04,0.035,0.033,0.023,0.014,0.083,0.352,0.228,0.16,0.098,0.08,58.15,10.54,0.818744626,,24.23,0.202173197
W137,810,689,0.850617284,812.094,1.002585185,142474.75,0.255289917,1.822,1.444,14.39532404,0.305,0.136,0.083,0.06,0.046,0.043,0.038,0.036,0.036,0.044,0.06,0.112,0.076,0.284,0.167,0.119,0.097,0.257,85.21000001,16.3,0.808707898,,71.07999996,0.17368054
W138,736,773,1.050271739,812.773,1.104311141,112956.25,0.198542258,1.797,1.411,14.41931911,0.294,0.144,0.099,0.079,0.061,0.045,0.039,0.041,0.037,0.038,0.042,0.081,0.076,0.295,0.204,0.144,0.088,0.192,59.72000002,13.29,0.777461487,,19.5,0.170212766
W140,757,619,0.817701453,699.412,0.923926024,75523.5,0.161174221,1.71,1.367,14.12297124,0.398,0.181,0.104,0.07,0.057,0.045,0.035,0.026,0.025,0.024,0.019,0.016,0.105,0.415,0.222,0.125,0.073,0.06,30.37,6.139999999,0.797826803,,58.78000002,0.170008472
W142,1037,1130,1.089681774,1129.995,1.089676953,185291.167,0.1581239,1.789,1.476,14.74646485,0.308,0.152,0.095,0.073,0.061,0.054,0.047,0.044,0.048,0.049,0.036,0.034,0.06,0.333,0.195,0.148,0.116,0.148,86.01999997,14.94,0.82631946,,33.84999999,0.176999757
W143,525,690,1.314285714,749.628,1.427862857,57468.333,0.158642741,1.736,1.32,13.95920093,0.343,0.154,0.099,0.071,0.058,0.048,0.043,0.041,0.042,0.038,0.034,0.029,0.099,0.339,0.21,0.14,0.099,0.113,23.5,4,0.829787234,,77.91000002,0.179808401
W144,884,617,0.697963801,756.849,0.856164027,161441.417,0.295990336,1.807,1.471,14.5385668,0.257,0.155,0.111,0.083,0.062,0.047,0.04,0.042,0.05,0.057,0.057,0.038,0.069,0.294,0.213,0.141,0.114,0.169,70.82000002,12.04,0.829991528,,57.14,0.191338806
W145,1072,570,0.531716418,932.661,0.87001959,103154.583,0.168818053,1.717,1.407,14.31799565,0.338,0.183,0.117,0.08,0.059,0.05,0.042,0.038,0.034,0.025,0.017,0.016,0.089,0.386,0.242,0.134,0.078,0.07,41.12999999,7.279999998,0.823000243,,27.24000001,0.200469621
W146,1017,1015,0.998033432,1132.044444,1.113121381,200522.083,0.194256345,1.783,1.49,14.81214506,0.334,0.16,0.094,0.062,0.048,0.042,0.04,0.04,0.043,0.042,0.044,0.05,0.087,0.329,0.193,0.123,0.1,0.168,94.99000001,17.07999999,0.820191599,,37.14999999,0.18405447
W147,814,826,1.014742015,864.486,1.062022113,156877.833,0.233322773,1.812,1.454,14.48331314,0.289,0.15,0.104,0.078,0.053,0.042,0.035,0.031,0.035,0.044,0.058,0.081,0.063,0.326,0.196,0.118,0.085,0.211,70.66,13.52000001,0.808661194,,31.72000002,0.179937952
W149,635,844,1.329133858,908.635,1.43092126,81914.917,0.152843447,1.734,1.364,14.02642092,0.34,0.143,0.093,0.079,0.06,0.049,0.043,0.046,0.05,0.047,0.027,0.023,0.084,0.33,0.21,0.157,0.119,0.1,34.07000001,6.830000003,0.799530379,,48.64999999,0.161929371
W150,678,686,1.01179941,786.361,1.159824484,96436.583,0.207342344,1.792,1.388,14.11831465,0.302,0.158,0.108,0.074,0.052,0.038,0.033,0.033,0.033,0.038,0.063,0.067,0.08,0.313,0.211,0.119,0.079,0.199,45.52999998,8.379999996,0.81594553,,64.51999998,0.212498474
W151,599,699,1.166944908,722.376,1.20596995,89467.583,0.213678933,1.791,1.376,13.98561185,0.296,0.154,0.092,0.067,0.051,0.049,0.047,0.041,0.035,0.047,0.062,0.059,0.071,0.305,0.184,0.139,0.108,0.193,38.68000002,6.959999998,0.820062048,,46.32999997,0.196078432
W152,831,790,0.950661853,920.691,1.107931408,129481.667,0.197233266,1.794,1.426,14.29853637,0.314,0.138,0.087,0.063,0.054,0.047,0.044,0.037,0.038,0.043,0.055,0.08,0.065,0.311,0.175,0.132,0.109,0.209,58.04999999,9.399999997,0.838070629,,32.89999998,0.208754209
W153,839,817,0.973778308,870.018,1.036970203,175659.917,0.256264623,1.817,1.469,14.48823838,0.266,0.14,0.091,0.077,0.058,0.046,0.041,0.034,0.036,0.048,0.073,0.091,0.061,0.29,0.17,0.122,0.103,0.254,81.92999999,17.41,0.787501526,,47.82999998,0.19721383
W154,795,778,0.978616352,914.12,1.149836478,122362.083,0.197833637,1.764,1.421,14.29720661,0.323,0.166,0.106,0.077,0.064,0.05,0.044,0.04,0.037,0.034,0.028,0.03,0.073,0.378,0.212,0.151,0.085,0.101,57.62999997,11.3,0.803921568,,37.67,0.206278972
W155,668,876,1.311377246,920.182,1.377517964,96082.75,0.164196863,1.755,1.387,14.15513787,0.329,0.156,0.099,0.075,0.058,0.041,0.043,0.044,0.047,0.046,0.032,0.029,0.079,0.315,0.207,0.147,0.114,0.137,41.57999998,8.680000003,0.791245791,,52.47999999,0.183698865
W156,740,839,1.133783784,902.056,1.218994595,124681.25,0.200820233,1.782,1.422,14.22548554,0.31,0.181,0.1,0.065,0.05,0.04,0.033,0.03,0.037,0.046,0.051,0.055,0.07,0.324,0.198,0.134,0.097,0.177,59.57999998,11.75,0.80278617,,46.39999998,0.195282692
W157,681,764,1.121879589,863.66,1.268223201,111927.833,0.21512834,1.781,1.407,14.22391778,0.327,0.152,0.093,0.059,0.052,0.047,0.041,0.04,0.039,0.042,0.053,0.055,0.069,0.333,0.188,0.127,0.11,0.173,47.46,9.790000004,0.793721028,,34.16,0.120946989
W158,763,936,1.226736566,1014.902,1.330146789,124548.333,0.174396407,1.786,1.422,14.2282861,0.329,0.143,0.085,0.057,0.045,0.042,0.045,0.051,0.055,0.063,0.05,0.037,0.079,0.297,0.164,0.136,0.136,0.188,64.28999999,11.81,0.816301135,,21.67000001,0.215991317
W159,737,819,1.111261872,854.165,1.158975577,130878,0.216827948,1.797,1.43,14.26169093,0.286,0.152,0.099,0.075,0.064,0.053,0.047,0.045,0.04,0.044,0.048,0.045,0.065,0.298,0.19,0.141,0.119,0.186,57.65999999,11.26,0.804717308,,33.70999999,0.163315959
W161,538,892,1.657992565,904.411,1.681061338,72102.333,0.150245747,1.74,1.346,13.9850467,0.275,0.161,0.115,0.098,0.073,0.066,0.064,0.06,0.04,0.022,0.011,0.015,0.073,0.281,0.23,0.184,0.152,0.08,27.64,5.969999998,0.784008683,,32.45,0.196782178
W162,497,609,1.225352113,659.235,1.326428571,77454.25,0.255900758,1.794,1.362,13.77751737,0.226,0.131,0.088,0.083,0.081,0.079,0.071,0.065,0.06,0.045,0.037,0.033,0.058,0.254,0.226,0.183,0.124,0.156,40.28999999,6.579999998,0.836684041,,56.62000001,0.16366322
W165,694,814,1.172910663,866.332,1.248317003,99469.333,0.176078095,1.736,1.392,14.03591215,0.353,0.16,0.097,0.069,0.055,0.052,0.05,0.044,0.041,0.033,0.026,0.019,0.077,0.359,0.192,0.145,0.124,0.104,40.4,7.950000003,0.803217822,,43.56999999,0.182244745
W166,1017,919,0.903638151,967.559,0.951385447,141150.417,0.151023907,1.721,1.439,14.35658446,0.366,0.181,0.107,0.076,0.06,0.052,0.054,0.045,0.034,0.017,0.006,0.004,0.067,0.364,0.242,0.176,0.106,0.045,67.70000001,11.08,0.83633678,,25.42,0.215674175
W168,745,631,0.846979866,686.635,0.921657718,97328.25,0.207039535,1.796,1.392,14.08930286,0.314,0.163,0.097,0.066,0.051,0.042,0.034,0.029,0.028,0.032,0.055,0.089,0.076,0.309,0.194,0.113,0.089,0.218,53.27999999,9.709999997,0.817755255,,50.47000001,0.201676685
